,Date,Open,High,Low,Close,Volume,EMA_10,EMA_50,Signal
220,11/21/2000,20.5,20.75,20.25,20.5,13753,20.60096670894224,18.994995522703945,0
221,11/22/2000,20.5,20.75,20.25,20.25,2502,20.53715458004365,19.044211384558693,0
222,11/23/2000,20.0,20.25,20.0,20.25,4462,20.484944656399353,19.091497212615213,0
223,11/24/2000,20.0,20.5,20.0,20.25,1849,20.442227446144926,19.13692869447344,0
224,11/27/2000,20.5,20.75,20.25,20.5,2494,20.452731546845847,19.190382471160756,0
225,11/28/2000,20.5,20.5,20.0,20.25,4042,20.415871265601147,19.231936099742686,0
226,11/29/2000,20.25,20.25,20.0,20.0,5347,20.34025830821912,19.262056252693956,0
227,11/30/2000,20.0,20.0,19.5,19.75,4420,20.23293861581564,19.28119130160792,0
228,12/1/2000,19.75,19.75,19.0,19.0,5975,20.008767958394614,19.270164191740943,0
229,12/4/2000,19.0,19.25,18.75,19.25,3674,19.87081014777741,19.26937343912365,0
230,12/6/2000,19.75,19.75,19.0,19.25,6635,19.75793557545424,19.26861369641292,0
231,12/7/2000,19.25,19.25,19.0,19.25,4235,19.665583652644376,19.267883747533983,0
232,12/8/2000,19.25,19.25,18.5,18.75,5955,19.499113897618127,19.247574580964024,0
233,12/12/2000,18.75,19.0,18.5,18.5,4558,19.317456825323923,19.218257930730143,0
234,12/13/2000,18.5,18.75,18.0,18.75,11185,19.21428285708321,19.199894874623077,0
235,12/14/2000,18.75,19.0,18.5,18.5,2667,19.084413246704443,19.17244801679472,-1
236,12/15/2000,18.75,19.25,18.75,19.0,8951,19.06906538366727,19.165685349469438,0
237,12/18/2000,19.0,19.0,18.75,18.75,2514,19.011053495727765,19.149383963215733,0
238,12/19/2000,19.0,19.0,18.75,19.0,6763,19.009043769231805,19.143525768579824,0
239,12/20/2000,19.0,19.25,18.75,18.75,3149,18.96194490209875,19.12809338549826,0
240,12/21/2000,18.75,19.0,18.5,18.75,2666,18.923409465353522,19.113266193910093,0
241,12/22/2000,18.75,19.25,18.75,19.0,13122,18.937335017107426,19.10882438238421,0
242,12/25/2000,19.25,19.25,19.0,19.0,938,18.948728650360618,19.104556759545616,0
243,12/26/2000,19.0,19.0,18.75,19.0,14984,18.958050713931414,19.100456494465398,0
244,12/27/2000,19.0,19.25,19.0,19.25,8024,19.011132402307517,19.106320945662834,0
245,12/28/2000,19.25,19.75,19.25,19.75,16280,19.14547196552433,19.131563261519194,1
246,12/29/2000,19.75,19.75,19.5,19.75,839,19.255386153610814,19.15581568263609,0
247,1/3/2001,19.25,19.75,19.25,19.5,3435,19.299861398408847,19.169313106846438,0
248,1/4/2001,20.0,20.75,20.0,20.5,26470,19.518068416879967,19.22149690657795,0
249,1/5/2001,20.5,22.0,20.5,22.0,32012,19.96932870471997,19.330457812202347,0
250,1/8/2001,23.0,27.5,22.75,26.5,137325,21.156723485679976,19.611616329370882,0
251,1/9/2001,26.25,27.75,25.5,25.5,125616,21.94641012464725,19.84253333606222,0
252,1/10/2001,26.0,26.5,25.0,25.25,54512,22.547062829256838,20.054590852295078,0
253,1/11/2001,25.0,26.25,25.0,25.75,77045,23.129415042119227,20.277940230636446,0
254,1/12/2001,26.5,27.5,26.5,27.25,76149,23.878612307188455,20.55135433923894,0
255,1/15/2001,27.75,28.0,26.5,26.75,70308,24.40068279679055,20.7944384827982,0
256,1/16/2001,27.0,27.0,25.25,25.25,36363,24.555104106464995,20.969166385433567,0
257,1/17/2001,25.25,26.75,24.75,26.25,41928,24.863266996198632,21.176257899730288,0
258,1/18/2001,27.0,27.25,26.5,26.5,51177,25.16085481507161,21.385032099740865,0
259,1/19/2001,27.0,27.25,26.0,26.25,18688,25.358881212331315,21.575815154652986,0
260,1/22/2001,26.25,26.75,26.0,26.75,12653,25.611811900998347,21.77872436427444,0
261,1/23/2001,27.0,28.5,26.75,27.75,56265,26.000573373544103,22.01289203626368,0
262,1/24/2001,28.0,28.25,27.25,27.5,28180,26.273196396536083,22.228072740723928,0
263,1/25/2001,27.75,29.25,27.75,29.25,65482,26.8144334153477,22.50344243716613,0
264,1/26/2001,30.0,30.5,28.25,28.5,48326,27.12090006710266,22.73860155727726,0
265,1/29/2001,28.75,29.0,28.25,28.5,19754,27.37164550944763,22.964538751109526,0
266,1/30/2001,28.5,28.5,27.0,27.0,15589,27.304073598638972,23.122792133418958,0
267,1/31/2001,27.25,28.25,27.0,28.25,13896,27.476060217068248,23.323859108579,0
268,2/1/2001,28.25,29.0,27.5,28.25,25479,27.616776541237655,23.517041104321002,0
269,2/2/2001,28.25,29.25,28.25,29.0,18054,27.86827171555808,23.732059100229982,0
270,2/5/2001,28.5,29.25,28.25,28.5,19389,27.983131403638424,23.919037174730768,0
271,2/6/2001,28.75,28.75,28.0,28.0,15097,27.986198421158708,24.079074932584465,0
272,2/7/2001,28.0,28.75,28.0,28.75,15992,28.125071435493485,24.262248464639978,0
273,2/9/2001,28.75,29.25,28.25,28.25,17006,28.147785719949212,24.418630877791355,0
274,2/12/2001,28.25,28.25,26.5,27.0,20916,27.939097407231174,24.519861039446596,0
275,2/13/2001,27.25,27.75,27.0,27.75,9003,27.90471606046187,24.64653315554673,0
276,2/14/2001,27.75,28.75,27.0,28.25,34657,27.96749495855971,24.78784558081941,0
277,2/15/2001,28.25,28.25,27.25,27.25,14285,27.837041329730667,24.884400656081397,0
278,2/16/2001,27.75,28.0,27.5,27.75,7533,27.821215633416,24.996777100940953,0
279,2/19/2001,27.0,27.25,27.0,27.0,10017,27.671903700067634,25.07533486168837,0
280,2/20/2001,27.25,27.75,27.0,27.75,20949,27.686103027328063,25.180223690641768,0
281,2/21/2001,27.5,27.75,27.0,27.0,15352,27.561357022359324,25.251587467479347,0
282,2/22/2001,27.0,27.25,26.5,27.25,15346,27.50474665465763,25.329956586401728,0
283,2/23/2001,27.25,28.75,27.25,28.75,41219,27.731156353810785,25.464075935954604,0
284,2/26/2001,29.25,29.25,28.25,28.5,22351,27.87094610766337,25.583131781603445,0
285,2/27/2001,28.75,29.0,28.25,28.75,13332,28.03077408808821,25.707322692128802,0
286,2/28/2001,28.75,29.25,28.5,28.75,10744,28.161542435708533,25.82664337086885,0
287,3/1/2001,28.5,29.0,28.0,28.0,12166,28.132171083761524,25.911873042599485,0
288,3/2/2001,27.5,27.75,26.5,26.5,16549,27.835412704895788,25.934936844850487,0
289,3/5/2001,26.25,26.25,24.5,25.0,31691,27.319883122187463,25.898272654856353,0
290,3/6/2001,25.25,25.5,24.75,24.75,7270,26.852631645426104,25.853242354665905,0
291,3/7/2001,24.75,25.75,24.75,25.75,7408,26.65215316443954,25.849193634875085,0
292,3/8/2001,26.0,26.25,24.5,24.5,12507,26.260852589086895,25.79628408056626,0
293,3/9/2001,24.75,26.0,24.75,26.0,14743,26.213424845616547,25.804272940151897,0
294,3/12/2001,25.5,27.5,25.25,27.0,32747,26.3564385100499,25.85116419740084,0
295,3/13/2001,26.25,26.75,26.25,26.75,13273,26.42799514458628,25.88641266024787,0
296,3/14/2001,27.25,27.5,26.0,26.0,10431,26.35017784557059,25.890867065728347,0
297,3/15/2001,25.0,25.25,24.75,25.25,15236,26.1501455100123,25.86573502393508,0
298,3/16/2001,25.25,25.25,24.5,24.5,11206,25.850119053646424,25.812176787702334,0
299,3/19/2001,24.5,24.75,24.25,24.25,11929,25.5591883166198,25.750914952890476,-1
300,3/20/2001,24.75,24.75,24.25,24.75,4431,25.412063168143472,25.711663386110455,0
301,3/21/2001,24.25,24.5,23.5,24.25,12668,25.200778955753748,25.65434325332181,0
302,3/22/2001,23.75,24.25,23.75,23.75,7801,24.937000963798518,25.57966312574056,0
303,3/23/2001,23.75,24.25,23.75,24.0,5688,24.766637152198786,25.517715552182107,0
304,3/26/2001,24.25,24.25,24.0,24.0,3573,24.627248579071733,25.45819729523379,0
305,3/27/2001,24.0,24.25,24.0,24.0,6014,24.51320338287687,25.401013087577564,0
306,3/28/2001,24.25,24.25,23.5,23.5,5834,24.328984585990167,25.326463554731387,0
307,3/29/2001,23.5,23.75,23.25,23.5,3501,24.178260115810136,25.254837532977216,0
308,3/30/2001,23.75,24.0,23.5,23.5,4875,24.054940094753746,25.186020374821247,0
309,4/2/2001,23.5,24.0,23.5,23.75,7561,23.999496441162158,25.12970585031845,0
310,4/3/2001,23.75,24.0,23.25,23.25,6396,23.863224360950856,25.055991895404002,0
