,Date,Open,High,Low,Close,Volume,MACD,SL,Signal
207,11/2/2000,19.0,19.25,18.5,18.75,15031,0.4290810808066503,0.3316562588240567,0
208,11/3/2000,19.0,19.5,19.0,19.5,18357,0.5071882579239961,0.3667626586440446,0
209,11/6/2000,19.5,21.0,19.5,20.75,51892,0.66231851625896,0.42587383016702773,0
210,11/7/2000,21.25,21.5,20.5,21.0,38672,0.7962545475326905,0.49994997364016036,0
211,11/8/2000,21.5,22.25,21.0,21.75,38173,0.9519451185017687,0.590349002612482,0
212,11/9/2000,21.5,21.75,20.75,20.75,17139,0.9833044533806508,0.6689400927661158,0
213,11/10/2000,20.75,21.0,20.5,20.75,10470,0.99666798408769,0.7344856710304307,0
214,11/13/2000,20.5,20.5,20.0,20.25,8635,0.9558939071876473,0.7787673182618742,0
215,11/14/2000,20.25,20.75,20.25,20.5,8512,0.9329980474262136,0.8096134640947421,0
216,11/15/2000,20.75,21.25,20.75,21.0,18451,0.9443132792663889,0.8365534271290715,0
217,11/16/2000,20.75,21.0,20.5,20.75,6155,0.9224740645626355,0.8537375546157844,0
218,11/17/2000,20.75,21.5,20.75,21.5,12567,0.9546801035888954,0.8739260644104065,0
219,11/20/2000,21.5,21.5,20.75,20.75,8299,0.9092041500785406,0.8809816815440334,0
220,11/21/2000,20.5,20.75,20.25,20.5,13753,0.8432705209740909,0.873439449430045,-1
221,11/22/2000,20.5,20.75,20.25,20.25,2502,0.7620601788441199,0.8511635953128601,0
222,11/23/2000,20.0,20.25,20.0,20.25,4462,0.6897493959349497,0.8188807554372781,0
223,11/24/2000,20.0,20.5,20.0,20.25,1849,0.6252352566649755,0.7801516556828176,0
224,11/27/2000,20.5,20.75,20.25,20.5,2494,0.5875078226880426,0.7416228890838626,0
225,11/28/2000,20.5,20.5,20.0,20.25,4042,0.5313110260088152,0.6995605164688532,0
226,11/29/2000,20.25,20.25,20.0,20.0,5347,0.4612843502514892,0.6519052832253804,0
227,11/30/2000,20.0,20.0,19.5,19.75,4420,0.3812203239430261,0.5977682913689096,0
228,12/1/2000,19.75,19.75,19.0,19.0,5975,0.2543186472176657,0.5290783625386609,0
229,12/4/2000,19.0,19.25,18.75,19.25,3674,0.17193905836198553,0.4576505017033259,0
230,12/6/2000,19.75,19.75,19.0,19.25,6635,0.10543722597235572,0.38720784655713186,0
231,12/7/2000,19.25,19.25,19.0,19.25,4235,0.05213308690956708,0.3201928946276189,0
232,12/8/2000,19.25,19.25,18.5,18.75,5955,-0.030109564343721473,0.2501324028333508,0
233,12/12/2000,18.75,19.0,18.5,18.5,4558,-0.11414458097414482,0.1772770060718517,0
234,12/13/2000,18.5,18.75,18.0,18.75,11185,-0.15874016857947737,0.1100735711415859,0
235,12/14/2000,18.75,19.0,18.5,18.5,2667,-0.21181374669100705,0.04569610757506731,0
236,12/15/2000,18.75,19.25,18.75,19.0,8951,-0.21109573812664095,-0.005662261565274336,0
237,12/18/2000,19.0,19.0,18.75,18.75,2514,-0.22807056630981393,-0.05014392251418226,0
238,12/19/2000,19.0,19.0,18.75,19.0,6763,-0.21882781840420762,-0.08388070169218734,0
239,12/20/2000,19.0,19.25,18.75,18.75,3149,-0.22903560487811703,-0.11291168232937328,0
240,12/21/2000,18.75,19.0,18.5,18.75,2666,-0.23442306602003526,-0.13721395906750566,0
241,12/22/2000,18.75,19.25,18.75,19.0,13122,-0.2160295034842683,-0.1529770679508582,0
242,12/25/2000,19.25,19.25,19.0,19.0,938,-0.19915671798206702,-0.16221299795709998,0
243,12/26/2000,19.0,19.0,18.75,19.0,14984,-0.1836677069135959,-0.16650393974839917,0
244,12/27/2000,19.0,19.25,19.0,19.25,8024,-0.14949634260737454,-0.16310242032019423,1
245,12/28/2000,19.25,19.75,19.25,19.75,16280,-0.08113420427505957,-0.1467087771111673,0
246,12/29/2000,19.75,19.75,19.5,19.75,839,-0.02664951806854532,-0.12269692530264292,0
247,1/3/2001,19.25,19.75,19.25,19.5,3435,-0.0036014075868777695,-0.09887782175948989,0
248,1/4/2001,20.0,20.75,20.0,20.5,26470,0.09426935028436034,-0.06024838735071984,0
249,1/5/2001,20.5,22.0,20.5,22.0,32012,0.2895325440548824,0.0097077989304006,0
250,1/8/2001,23.0,27.5,22.75,26.5,137325,0.7981913705810193,0.16740451326052436,0
251,1/9/2001,26.25,27.75,25.5,25.5,125616,1.107844965488038,0.3554926037060271,0
252,1/10/2001,26.0,26.5,25.0,25.25,54512,1.3178830245691735,0.5479706878786563,0
253,1/11/2001,25.0,26.25,25.0,25.75,77045,1.5073101873869383,0.7398385877803129,0
254,1/12/2001,26.5,27.5,26.5,27.25,76149,1.7582025777725185,0.943511385778754,0
255,1/15/2001,27.75,28.0,26.5,26.75,70308,1.894848153399142,1.1337787393028318,0
256,1/16/2001,27.0,27.0,25.25,25.25,36363,1.860654822013739,1.2791539558450133,0
257,1/17/2001,25.25,26.75,24.75,26.25,41928,1.8924332111332802,1.401809806902667,0
258,1/18/2001,27.0,27.25,26.5,26.5,51177,1.9157076389490655,1.5045893733119469,0
259,1/19/2001,27.0,27.25,26.0,26.25,18688,1.8921681434890836,1.5821051273473743,0
260,1/22/2001,26.25,26.75,26.0,26.75,12653,1.8920483890006174,1.644093779678023,0
261,1/23/2001,27.0,28.5,26.75,27.75,56265,1.9501648390281616,1.7053079915480507,0
262,1/24/2001,28.0,28.25,27.25,27.5,28180,1.9535305495736388,1.7549525031531683,0
263,1/25/2001,27.75,29.25,27.75,29.25,65482,2.0735061854759493,1.8186632396177247,0
264,1/26/2001,30.0,30.5,28.25,28.5,48326,2.084045430864073,1.8717396778669946,0
265,1/29/2001,28.75,29.0,28.25,28.5,19754,2.068552868921845,1.9111023160779648,0
266,1/30/2001,28.5,28.5,27.0,27.0,15589,1.9131834500905072,1.9115185428804735,0
267,1/31/2001,27.25,28.25,27.0,28.25,13896,1.8693677122586578,1.9030883767561106,-1
268,2/1/2001,28.25,29.0,27.5,28.25,25479,1.8137358069800449,1.8852178628008975,0
269,2/2/2001,28.25,29.25,28.25,29.0,18054,1.8093092623089895,1.8700361427025158,0
270,2/5/2001,28.5,29.25,28.25,28.5,19389,1.7453362228965226,1.8450961587413173,0
271,2/6/2001,28.75,28.75,28.0,28.0,15097,1.6354389843494737,1.8031647238629485,0
272,2/7/2001,28.0,28.75,28.0,28.75,15992,1.5905287378029307,1.760637526650945,0
273,2/9/2001,28.75,29.25,28.25,28.25,17006,1.4973309236960617,1.7079762060599686,0
274,2/12/2001,28.25,28.25,26.5,27.0,20916,1.3075339932853112,1.6278877635050373,0
275,2/13/2001,27.25,27.75,27.0,27.75,9003,1.203761082071356,1.5430624272183011,0
276,2/14/2001,27.75,28.75,27.0,28.25,34657,1.1486254840311219,1.4641750385808654,0
277,2/15/2001,28.25,28.25,27.25,27.25,14285,1.0125662492812957,1.3738532807209516,0
278,2/16/2001,27.75,28.0,27.5,27.75,7533,0.9343139571065748,1.2859454159980763,0
279,2/19/2001,27.0,27.25,27.0,27.0,10017,0.8025286688545101,1.1892620665693632,0
280,2/20/2001,27.25,27.75,27.0,27.75,20949,0.7499615208638133,1.1014019574282532,0
281,2/21/2001,27.5,27.75,27.0,27.0,15352,0.6404008035393183,1.0092017266504663,0
282,2/22/2001,27.0,27.25,26.5,27.25,15346,0.5672076397832093,0.9208029092770149,0
283,2/23/2001,27.25,28.75,27.25,28.75,41219,0.6230567833955689,0.8612536841007258,0
284,2/26/2001,29.25,29.25,28.25,28.5,22351,0.639769852796757,0.8169569178399321,0
285,2/27/2001,28.75,29.0,28.25,28.75,13332,0.6655163333498599,0.7866688009419177,0
286,2/28/2001,28.75,29.25,28.5,28.75,10744,0.6781038456538582,0.7649558098843059,0
287,3/1/2001,28.5,29.0,28.0,28.0,12166,0.6204091177364397,0.7360464714547327,0
288,3/2/2001,27.5,27.75,26.5,26.5,16549,0.44847838654488115,0.6785328544727623,0
289,3/5/2001,26.25,26.25,24.5,25.0,31691,0.1890058377589625,0.5806274511300025,0
290,3/6/2001,25.25,25.5,24.75,24.75,7270,-0.036381553315578685,0.45722565024088624,0
291,3/7/2001,24.75,25.75,24.75,25.75,7408,-0.13278043175499832,0.33922443384170936,0
292,3/8/2001,26.0,26.25,24.5,24.5,12507,-0.3065085509681609,0.2100778368797353,0
