,Date,Open,High,Low,Close,Volume,slowK,Signal
99,5/31/2000,23.0,25.25,23.0,24.25,17818,61.60130718954249,1
100,6/1/2000,24.5,25.25,24.0,24.5,11491,69.6078431372549,1
101,6/2/2000,25.25,26.0,25.0,26.0,21760,86.27450980392156,1
102,6/5/2000,26.75,27.25,26.5,26.5,20474,88.85448916408667,1
103,6/6/2000,26.5,26.5,25.25,25.75,7429,82.97213622291021,1
104,6/7/2000,25.25,25.75,25.25,25.5,5288,65.02341827419227,-1
105,6/8/2000,25.75,26.0,25.5,25.75,2592,48.06435394670689,-1
106,6/9/2000,25.5,26.0,25.25,25.5,5431,30.66239316239316,-1
107,6/12/2000,25.25,25.75,24.75,25.25,2357,24.8015873015873,-1
108,6/13/2000,24.75,24.75,24.0,24.0,7469,13.69047619047619,-1
109,6/14/2000,24.25,24.25,23.0,24.0,17525,20.634920634920633,1
110,6/15/2000,23.75,25.5,23.25,24.25,31005,25.0,1
111,6/16/2000,24.75,25.0,24.0,24.25,12734,40.15151515151515,1
112,6/19/2000,23.75,24.0,23.5,23.5,6614,35.707070707070706,1
113,6/20/2000,24.0,24.0,23.5,23.5,5297,28.484848484848484,1
114,6/21/2000,23.5,23.5,23.25,23.5,3214,17.037037037037038,1
115,6/22/2000,24.5,24.75,23.25,23.25,20085,10.37037037037037,1
116,6/23/2000,23.25,23.5,23.0,23.25,2471,8.465608465608465,1
117,6/26/2000,23.25,23.25,22.75,22.75,4592,4.761904761904762,1
118,6/27/2000,23.25,23.25,22.75,23.25,2702,13.095238095238095,1
119,6/28/2000,23.25,23.5,23.0,23.5,3461,20.833333333333332,1
120,6/29/2000,23.25,23.25,22.5,22.5,5783,20.833333333333332,1
121,6/30/2000,22.5,22.75,21.75,22.0,12575,17.261904761904763,1
122,7/3/2000,22.0,22.0,20.5,20.5,12590,4.761904761904762,1
123,7/4/2000,20.5,20.75,19.75,20.25,16128,9.206349206349207,1
124,7/5/2000,20.25,20.5,19.75,20.25,9470,9.206349206349207,1
125,7/6/2000,20.0,20.5,19.75,20.5,6400,17.53968253968254,1
126,7/7/2000,20.25,21.0,20.25,20.5,6430,24.206349206349206,1
127,7/10/2000,21.0,21.25,20.5,20.5,14962,36.11111111111111,1
128,7/11/2000,20.75,21.0,20.75,20.75,8268,50.0,1
129,7/12/2000,21.0,21.0,20.25,20.5,5237,55.55555555555555,1
130,7/13/2000,20.5,20.5,20.0,20.25,5066,45.55555555555555,1
131,7/14/2000,20.5,20.5,19.25,19.75,16573,31.666666666666668,1
132,7/18/2000,19.5,19.5,19.25,19.5,5813,19.761904761904763,1
133,7/19/2000,19.5,19.5,19.0,19.25,7871,17.261904761904763,1
134,7/20/2000,19.0,19.0,17.5,17.75,30637,11.706349206349207,1
135,7/21/2000,18.0,18.25,17.5,17.5,14552,6.944444444444444,1
136,7/24/2000,17.25,17.25,16.25,16.25,18075,2.7777777777777772,1
137,7/25/2000,16.0,17.0,15.75,16.75,23285,8.88888888888889,1
138,7/26/2000,16.75,16.75,15.5,15.5,28337,8.88888888888889,1
139,7/27/2000,15.0,15.75,14.75,15.25,22520,13.65079365079365,1
140,7/28/2000,15.5,15.75,15.25,15.5,12865,14.761904761904761,1
141,7/31/2000,15.25,15.25,14.5,14.75,10472,18.095238095238095,1
142,8/1/2000,14.75,16.0,14.5,15.75,22595,31.85185185185185,1
143,8/2/2000,15.75,16.75,15.25,16.5,40299,51.48148148148149,1
144,8/3/2000,16.5,17.75,16.25,17.75,32639,81.48148148148148,1
145,8/4/2000,18.25,18.75,18.0,18.0,46538,90.41394335511983,1
146,8/7/2000,18.5,18.5,17.5,17.75,22214,86.27450980392156,1
147,8/8/2000,18.0,19.25,17.75,19.0,31443,84.19117647058823,1
148,8/9/2000,19.5,20.0,19.0,19.0,40562,81.18464052287582,1
149,8/10/2000,19.0,19.5,18.25,18.5,25439,69.02777777777777,-1
150,8/11/2000,18.5,18.75,18.25,18.75,15483,54.444444444444436,-1
151,8/15/2000,19.0,19.5,19.0,19.25,18432,52.22222222222222,-1
152,8/16/2000,19.25,19.75,19.0,19.75,7660,67.46031746031746,-1
153,8/17/2000,19.75,20.75,19.5,20.25,38173,77.46031746031746,-1
154,8/18/2000,20.25,20.25,19.5,19.75,10236,75.23809523809524,-1
155,8/21/2000,19.25,19.5,18.75,18.75,8684,46.666666666666664,-1
156,8/22/2000,18.75,19.5,18.75,19.25,3746,28.333333333333332,-1
157,8/23/2000,19.5,19.5,18.25,18.25,10517,8.333333333333334,-1
158,8/24/2000,18.25,18.75,18.25,18.5,10833,12.5,-1
159,8/25/2000,18.5,18.75,18.5,18.5,4861,10.833333333333334,-1
160,8/28/2000,18.5,18.75,18.0,18.25,4887,16.38888888888889,-1
161,8/29/2000,18.25,19.0,18.25,18.75,4785,28.888888888888886,1
162,8/30/2000,18.75,19.0,18.5,18.5,6243,38.888888888888886,1
163,8/31/2000,18.5,18.5,18.25,18.5,5814,50.0,1
164,9/1/2000,18.75,18.75,18.5,18.5,7095,50.0,1
165,9/4/2000,18.75,18.75,18.25,18.25,2528,33.333333333333336,1
166,9/5/2000,18.25,18.5,18.0,18.5,2886,33.333333333333336,1
167,9/6/2000,18.25,18.25,17.5,17.5,6141,16.666666666666668,1
168,9/7/2000,17.5,17.5,16.25,16.25,17284,16.666666666666668,1
169,9/8/2000,16.25,16.5,16.25,16.25,15469,0.0,1
170,9/11/2000,16.0,16.0,15.5,16.0,10474,5.5555555555555545,1
171,9/12/2000,15.75,16.0,15.75,16.0,8449,11.616161616161614,1
172,9/13/2000,16.25,16.5,16.0,16.0,24215,19.949494949494948,1
173,9/14/2000,16.0,16.0,15.5,15.5,14575,14.393939393939396,1
174,9/15/2000,15.75,16.25,15.75,16.25,11844,33.333333333333336,1
175,9/18/2000,16.0,16.0,15.75,15.75,8348,33.333333333333336,1
176,9/19/2000,15.75,16.25,15.75,15.75,5067,41.666666666666664,1
177,9/20/2000,16.0,16.0,15.5,15.75,10028,27.777777777777775,1
178,9/21/2000,15.75,16.0,15.75,16.0,4408,41.666666666666664,1
179,9/22/2000,16.0,16.0,15.75,15.75,11958,44.444444444444436,1
180,9/25/2000,16.0,16.5,16.0,16.25,11968,58.333333333333336,1
181,9/26/2000,16.25,17.0,16.25,17.0,18792,69.44444444444444,1
182,9/27/2000,16.75,17.25,16.5,17.0,17287,86.11111111111113,1
183,9/28/2000,17.0,17.0,16.25,16.25,11451,72.22222222222223,-1
184,9/29/2000,16.5,16.5,16.0,16.0,5925,38.88888888888889,-1
185,10/2/2000,16.0,16.5,16.0,16.25,13378,17.777777777777775,-1
186,10/3/2000,16.25,16.25,16.0,16.25,15848,13.333333333333334,-1
187,10/4/2000,16.25,16.75,16.25,16.5,9660,30.0,1
188,10/5/2000,16.5,17.0,16.25,16.5,10522,40.0,1
189,10/6/2000,16.25,16.75,16.25,16.75,6842,58.333333333333336,1
190,10/9/2000,16.5,16.75,16.5,16.75,6696,66.66666666666667,1
191,10/10/2000,16.75,17.0,16.5,16.75,5898,72.22222222222221,1
192,10/11/2000,16.75,16.75,16.5,16.5,8018,58.333333333333336,1
193,10/12/2000,16.5,17.0,16.5,17.0,16551,66.66666666666667,1
194,10/13/2000,16.5,17.0,16.25,16.5,22831,55.55555555555555,1
195,10/16/2000,17.0,17.5,16.75,17.0,17069,64.44444444444444,1
196,10/17/2000,17.25,18.0,17.25,17.75,23484,59.68253968253968,1
197,10/18/2000,17.75,19.25,17.75,19.25,42446,81.90476190476191,1
198,10/19/2000,19.0,19.5,18.5,19.0,49520,90.1098901098901,1
199,10/20/2000,19.5,19.5,18.75,18.75,53798,85.78088578088578,1
200,10/24/2000,19.0,19.0,18.0,18.0,17304,63.55866355866356,-1
201,10/25/2000,18.0,18.25,17.5,17.5,12014,35.35353535353536,-1
202,10/26/2000,17.5,18.25,17.5,18.25,14613,23.61111111111111,-1
203,10/27/2000,18.5,18.5,18.0,18.0,6812,20.833333333333332,-1
204,10/30/2000,18.0,18.25,17.5,17.75,6836,26.388888888888886,-1
205,10/31/2000,17.75,18.25,17.75,18.0,5696,30.555555555555554,-1
206,11/1/2000,18.25,19.0,18.0,19.0,13772,55.55555555555555,-1
207,11/2/2000,19.0,19.25,18.5,18.75,15031,73.80952380952381,-1
208,11/3/2000,19.0,19.5,19.0,19.5,18357,90.47619047619048,-1
209,11/6/2000,19.5,21.0,19.5,20.75,51892,87.9120879120879,-1
210,11/7/2000,21.25,21.5,20.5,21.0,38672,92.67399267399266,-1
211,11/8/2000,21.5,22.25,21.0,21.75,38173,88.22954822954823,-1
212,11/9/2000,21.5,21.75,20.75,20.75,17139,75.40903540903541,-1
213,11/10/2000,20.75,21.0,20.5,20.75,10470,61.98912198912199,-1
214,11/13/2000,20.5,20.5,20.0,20.25,8635,36.8039368039368,-1
215,11/14/2000,20.25,20.75,20.25,20.5,8512,26.26262626262626,-1
216,11/15/2000,20.75,21.25,20.75,21.0,18451,30.158730158730155,-1
217,11/16/2000,20.75,21.0,20.5,20.75,6155,46.45502645502645,-1
218,11/17/2000,20.75,21.5,20.75,21.5,12567,72.38095238095238,-1
219,11/20/2000,21.5,21.5,20.75,20.75,8299,66.66666666666667,-1
220,11/21/2000,20.5,20.75,20.25,20.5,13753,53.333333333333336,-1
221,11/22/2000,20.5,20.75,20.25,20.25,2502,20.0,-1
222,11/23/2000,20.0,20.25,20.0,20.25,4462,12.222222222222221,-1
223,11/24/2000,20.0,20.5,20.0,20.25,1849,11.111111111111109,-1
224,11/27/2000,20.5,20.75,20.25,20.5,2494,33.33333333333333,1
225,11/28/2000,20.5,20.5,20.0,20.25,4042,38.88888888888888,1
226,11/29/2000,20.25,20.25,20.0,20.0,5347,33.33333333333333,1
227,11/30/2000,20.0,20.0,19.5,19.75,4420,17.777777777777775,1
228,12/1/2000,19.75,19.75,19.0,19.0,5975,6.666666666666667,1
229,12/4/2000,19.0,19.25,18.75,19.25,3674,16.19047619047619,1
230,12/6/2000,19.75,19.75,19.0,19.25,6635,20.634920634920633,1
231,12/7/2000,19.25,19.25,19.0,19.25,4235,33.96825396825397,1
232,12/8/2000,19.25,19.25,18.5,18.75,5955,31.11111111111111,1
233,12/12/2000,18.75,19.0,18.5,18.5,4558,20.0,1
234,12/13/2000,18.5,18.75,18.0,18.75,11185,20.952380952380953,1
235,12/14/2000,18.75,19.0,18.5,18.5,2667,27.61904761904762,1
236,12/15/2000,18.75,19.25,18.75,19.0,8951,54.285714285714285,1
237,12/18/2000,19.0,19.0,18.75,18.75,2514,60.0,1
238,12/19/2000,19.0,19.0,18.75,19.0,6763,73.33333333333333,1
239,12/20/2000,19.0,19.25,18.75,18.75,3149,57.77777777777777,1
240,12/21/2000,18.75,19.0,18.5,18.75,2666,48.888888888888886,1
241,12/22/2000,18.75,19.25,18.75,19.0,13122,44.444444444444436,1
242,12/25/2000,19.25,19.25,19.0,19.0,938,55.55555555555554,1
243,12/26/2000,19.0,19.0,18.75,19.0,14984,66.66666666666666,1
244,12/27/2000,19.0,19.25,19.0,19.25,8024,77.77777777777777,1
245,12/28/2000,19.25,19.75,19.25,19.75,16280,88.8888888888889,1
246,12/29/2000,19.75,19.75,19.5,19.75,839,100.0,1
247,1/3/2001,19.25,19.75,19.25,19.5,3435,91.66666666666667,1
248,1/4/2001,20.0,20.75,20.0,20.5,26470,86.90476190476188,1
249,1/5/2001,20.5,22.0,20.5,22.0,32012,86.90476190476188,1
250,1/8/2001,23.0,27.5,22.75,26.5,137325,91.19769119769119,1
251,1/9/2001,26.25,27.75,25.5,25.5,125616,87.13606654783125,1
252,1/10/2001,26.0,26.5,25.0,25.25,54512,76.38337837578824,-1
253,1/11/2001,25.0,26.25,25.0,25.75,77045,71.2283801173417,-1
254,1/12/2001,26.5,27.5,26.5,27.25,76149,76.71857619577308,-1
255,1/15/2001,27.75,28.0,26.5,26.75,70308,73.5823754789272,-1
256,1/16/2001,27.0,27.0,25.25,25.25,36363,52.22222222222222,-1
257,1/17/2001,25.25,26.75,24.75,26.25,41928,37.60683760683761,-1
258,1/18/2001,27.0,27.25,26.5,26.5,51177,36.11111111111111,-1
259,1/19/2001,27.0,27.25,26.0,26.25,18688,48.71794871794872,-1
260,1/22/2001,26.25,26.75,26.0,26.75,12653,60.0,-1
261,1/23/2001,27.0,28.5,26.75,27.75,56265,68.71794871794872,-1
262,1/24/2001,28.0,28.25,27.25,27.5,28180,73.33333333333333,-1
263,1/25/2001,27.75,29.25,27.75,29.25,65482,80.0,-1
264,1/26/2001,30.0,30.5,28.25,28.5,48326,71.85185185185185,-1
265,1/29/2001,28.75,29.0,28.25,28.5,19754,67.4074074074074,-1
266,1/30/2001,28.5,28.5,27.0,27.0,15589,34.074074074074076,-1
267,1/31/2001,27.25,28.25,27.0,28.25,13896,27.46031746031746,-1
268,2/1/2001,28.25,29.0,27.5,28.25,25479,23.80952380952381,-1
269,2/2/2001,28.25,29.25,28.25,29.0,18054,53.439153439153436,-1
270,2/5/2001,28.5,29.25,28.25,28.5,19389,63.75661375661375,-1
271,2/6/2001,28.75,28.75,28.0,28.0,15097,66.66666666666666,-1
272,2/7/2001,28.0,28.75,28.0,28.75,15992,60.84656084656084,-1
273,2/9/2001,28.75,29.25,28.25,28.25,17006,45.29100529100529,-1
274,2/12/2001,28.25,28.25,26.5,27.0,20916,36.53679653679654,-1
275,2/13/2001,27.25,27.75,27.0,27.75,9003,27.87878787878788,-1
276,2/14/2001,27.75,28.75,27.0,28.25,34657,42.42424242424243,-1
277,2/15/2001,28.25,28.25,27.25,27.25,14285,45.454545454545446,-1
278,2/16/2001,27.75,28.0,27.5,27.75,7533,48.821548821548824,-1
279,2/19/2001,27.0,27.25,27.0,27.0,10017,27.609427609427613,-1
280,2/20/2001,27.25,27.75,27.0,27.75,20949,32.804232804232804,-1
281,2/21/2001,27.5,27.75,27.0,27.0,15352,14.285714285714285,-1
282,2/22/2001,27.0,27.25,26.5,27.25,15346,30.952380952380953,1
283,2/23/2001,27.25,28.75,27.25,28.75,41219,50.0,1
284,2/26/2001,29.25,29.25,28.25,28.5,22351,74.24242424242425,1
285,2/27/2001,28.75,29.0,28.25,28.75,13332,84.84848484848486,1
286,2/28/2001,28.75,29.25,28.5,28.75,10744,78.7878787878788,-1
287,3/1/2001,28.5,29.0,28.0,28.0,12166,67.04545454545455,-1
288,3/2/2001,27.5,27.75,26.5,26.5,16549,39.77272727272727,-1
289,3/5/2001,26.25,26.25,24.5,25.0,31691,16.00877192982456,-1
290,3/6/2001,25.25,25.5,24.75,24.75,7270,5.263157894736842,-1
291,3/7/2001,24.75,25.75,24.75,25.75,7408,14.522417153996102,-1
292,3/8/2001,26.0,26.25,24.5,24.5,12507,11.01364522417154,-1
293,3/9/2001,24.75,26.0,24.75,26.0,14743,37.83068783068783,1
294,3/12/2001,25.5,27.5,25.25,27.0,32747,56.349206349206355,1
295,3/13/2001,26.25,26.75,26.25,26.75,13273,81.34920634920636,1
296,3/14/2001,27.25,27.5,26.0,26.0,10431,69.44444444444444,-1
297,3/15/2001,25.0,25.25,24.75,25.25,15236,47.72727272727273,-1
298,3/16/2001,25.25,25.25,24.5,24.5,11206,22.72727272727273,-1
299,3/19/2001,24.5,24.75,24.25,24.25,11929,6.060606060606061,-1
300,3/20/2001,24.75,24.75,24.25,24.75,4431,5.128205128205129,-1
301,3/21/2001,24.25,24.5,23.5,24.25,12668,19.413919413919412,-1
302,3/22/2001,23.75,24.25,23.75,23.75,7801,24.175824175824175,1
303,3/23/2001,23.75,24.25,23.75,24.0,5688,32.38095238095238,1
304,3/26/2001,24.25,24.25,24.0,24.0,3573,31.428571428571427,1
305,3/27/2001,24.0,24.25,24.0,24.0,6014,43.333333333333336,1
306,3/28/2001,24.25,24.25,23.5,23.5,5834,30.0,1
307,3/29/2001,23.5,23.75,23.25,23.5,3501,25.0,1
308,3/30/2001,23.75,24.0,23.5,23.5,4875,16.666666666666668,1
309,4/2/2001,23.5,24.0,23.5,23.75,7561,33.333333333333336,1
310,4/3/2001,23.75,24.0,23.25,23.25,6396,25.0,1
311,4/4/2001,22.75,22.75,22.0,22.0,19772,16.666666666666668,1
312,4/5/2001,22.25,22.25,21.75,22.25,10974,7.407407407407407,1
313,4/9/2001,22.25,22.5,21.75,21.75,3834,7.407407407407407,1
314,4/10/2001,22.0,22.0,21.5,21.75,9259,10.74074074074074,1
315,4/11/2001,22.25,22.25,22.0,22.25,10210,23.333333333333332,1
316,4/12/2001,22.25,23.5,22.25,23.5,13463,56.666666666666664,1
317,4/17/2001,23.75,23.75,22.75,23.0,10924,75.55555555555556,1
318,4/18/2001,23.5,24.5,23.5,24.25,15008,86.1111111111111,1
319,4/19/2001,25.0,25.25,24.0,24.25,21214,75.85470085470085,-1
320,4/20/2001,24.25,24.5,23.0,23.25,6531,64.74358974358974,-1
321,4/23/2001,23.0,23.25,22.75,22.75,5760,34.18803418803419,-1
322,4/24/2001,22.5,23.5,22.5,23.5,11268,23.23232323232323,-1
323,4/25/2001,23.0,23.25,22.75,23.25,9045,21.212121212121215,-1
324,4/26/2001,23.5,23.75,23.0,23.0,10453,29.545454545454547,-1
325,4/27/2001,22.75,23.0,22.5,22.75,4013,24.09090909090909,-1
326,4/30/2001,22.75,23.25,22.75,22.75,8940,21.666666666666668,-1
327,5/2/2001,23.0,23.5,22.75,22.75,8604,20.0,-1
328,5/3/2001,23.0,23.0,22.75,23.0,8117,26.666666666666668,1
329,5/4/2001,22.75,23.25,22.75,23.0,6157,36.666666666666664,1
330,5/9/2001,23.0,23.25,22.75,23.25,4222,52.22222222222222,1
331,5/10/2001,23.25,24.25,23.0,24.0,21166,66.66666666666667,1
332,5/11/2001,24.0,24.0,23.0,23.0,14600,55.55555555555555,1
333,5/14/2001,23.0,23.25,23.0,23.25,4698,44.44444444444445,1
334,5/15/2001,23.25,23.5,23.0,23.5,2001,33.333333333333336,1
335,5/16/2001,23.5,23.5,23.0,23.0,5464,27.777777777777782,1
336,5/17/2001,23.25,23.25,22.75,22.75,5507,16.666666666666668,1
337,5/18/2001,23.0,23.0,23.0,23.0,3092,11.111111111111109,1
338,5/21/2001,22.75,23.0,22.5,22.75,6252,19.444444444444443,1
339,5/22/2001,22.75,23.25,22.75,23.0,4410,36.11111111111111,1
340,5/23/2001,23.25,24.0,23.25,23.75,11753,52.77777777777778,1
341,5/24/2001,24.0,24.0,23.75,24.0,4535,77.77777777777779,1
342,5/25/2001,24.0,24.75,23.75,23.75,14198,79.62962962962963,1
343,5/28/2001,23.75,24.5,23.75,24.5,7374,81.01851851851852,1
344,5/29/2001,24.5,24.5,23.0,23.0,16591,47.68518518518518,-1
345,5/30/2001,23.25,23.5,22.0,22.25,30624,32.196969696969695,-1
346,5/31/2001,22.0,22.75,21.75,22.25,22098,8.585858585858587,-1
347,6/1/2001,22.25,22.25,22.0,22.0,14018,11.616161616161618,-1
348,6/4/2001,22.0,22.25,21.5,21.5,21051,8.585858585858587,-1
349,6/5/2001,21.75,21.75,20.5,20.75,24262,5.808080808080807,-1
350,6/6/2001,21.0,21.0,20.0,20.0,27983,2.7777777777777772,-1
351,6/7/2001,20.25,20.5,20.0,20.25,10572,6.481481481481481,-1
352,6/8/2001,20.5,20.5,20.0,20.5,13739,11.111111111111109,-1
353,6/11/2001,20.25,20.5,20.25,20.25,3846,15.873015873015873,-1
354,6/12/2001,20.5,20.75,20.25,20.25,18169,20.502645502645503,1
355,6/13/2001,20.5,21.75,20.5,21.75,23546,46.42857142857142,1
356,6/14/2001,21.5,21.5,21.0,21.0,20074,60.714285714285715,1
357,6/15/2001,20.75,21.75,20.75,21.5,20100,80.15873015873017,1
358,6/18/2001,21.5,21.75,20.75,20.75,14059,57.93650793650793,-1
359,6/19/2001,20.75,21.25,20.5,20.75,4870,45.555555555555564,-1
360,6/20/2001,21.25,21.25,20.75,20.75,1269,24.444444444444443,-1
361,6/21/2001,21.0,21.0,20.25,20.25,15495,13.333333333333334,-1
362,6/22/2001,20.25,20.75,20.25,20.5,10577,12.222222222222221,-1
363,6/25/2001,20.75,20.75,20.5,20.75,3476,22.222222222222218,1
364,6/26/2001,20.75,21.0,20.5,20.5,5555,30.555555555555554,1
365,6/27/2001,20.75,20.75,20.5,20.75,3043,47.22222222222222,1
