,Date,Open,High,Low,Close,Volume,slowK,slowD,Signal
82,5/4/2000,29.5,30.0,29.25,29.5,6901,2.380952380952381,4.960317460317456,-1
83,5/8/2000,29.5,29.5,28.5,28.75,7154,4.464285714285714,2.2817460317460267,1
84,5/9/2000,28.5,28.75,28.0,28.0,10945,4.464285714285714,3.7698412698412653,1
85,5/10/2000,28.0,28.0,26.25,26.75,21968,6.004901960784314,4.9778244631185755,1
86,5/11/2000,26.25,26.5,25.5,25.5,18838,3.9215686274509802,4.796918767506998,-1
87,5/12/2000,26.0,26.5,25.75,26.0,15530,8.088235294117647,6.004901960784309,1
88,5/15/2000,26.0,26.0,25.0,25.5,6717,8.611111111111112,6.873638344226575,1
89,5/16/2000,26.0,27.25,25.5,27.25,11375,33.611111111111114,16.77015250544662,1
90,5/18/2000,26.25,26.5,25.75,26.5,9285,51.666666666666664,31.296296296296294,1
91,5/19/2000,26.5,26.5,25.75,25.75,12945,58.333333333333336,47.87037037037036,1
92,5/22/2000,25.25,25.25,24.0,24.25,17116,35.8974358974359,48.63247863247863,-1
93,5/23/2000,24.0,24.0,23.0,23.0,10785,13.675213675213678,35.96866096866097,-1
94,5/24/2000,22.75,23.25,22.0,23.25,8807,11.823361823361829,20.465337132003796,-1
95,5/25/2000,23.75,24.0,22.5,22.75,9365,14.814814814814818,13.437796771130104,1
96,5/26/2000,22.75,23.25,21.0,23.0,14063,30.501089324618743,19.04642198759846,1
97,5/29/2000,23.25,23.5,22.75,22.75,4088,40.68627450980392,28.667392883079156,1
98,5/30/2000,23.0,23.0,22.5,22.5,1622,51.79738562091504,40.99491648511256,1
99,5/31/2000,23.0,25.25,23.0,24.25,17818,61.60130718954249,51.36165577342049,1
100,6/1/2000,24.5,25.25,24.0,24.5,11491,69.6078431372549,61.00217864923747,1
101,6/2/2000,25.25,26.0,25.0,26.0,21760,86.27450980392156,72.49455337690631,1
102,6/5/2000,26.75,27.25,26.5,26.5,20474,88.85448916408667,81.57894736842104,1
103,6/6/2000,26.5,26.5,25.25,25.75,7429,82.97213622291021,86.03371173030614,-1
104,6/7/2000,25.25,25.75,25.25,25.5,5288,65.02341827419227,78.95001455372972,-1
105,6/8/2000,25.75,26.0,25.5,25.75,2592,48.06435394670689,65.35330281460313,-1
106,6/9/2000,25.5,26.0,25.25,25.5,5431,30.66239316239316,47.91672179443077,-1
107,6/12/2000,25.25,25.75,24.75,25.25,2357,24.8015873015873,34.509444803562445,-1
108,6/13/2000,24.75,24.75,24.0,24.0,7469,13.69047619047619,23.051485551485545,-1
109,6/14/2000,24.25,24.25,23.0,24.0,17525,20.634920634920633,19.708994708994705,1
110,6/15/2000,23.75,25.5,23.25,24.25,31005,25.0,19.77513227513227,1
111,6/16/2000,24.75,25.0,24.0,24.25,12734,40.15151515151515,28.595478595478586,1
112,6/19/2000,23.75,24.0,23.5,23.5,6614,35.707070707070706,33.61952861952861,1
113,6/20/2000,24.0,24.0,23.5,23.5,5297,28.484848484848484,34.781144781144775,-1
114,6/21/2000,23.5,23.5,23.25,23.5,3214,17.037037037037038,27.076318742985404,-1
115,6/22/2000,24.5,24.75,23.25,23.25,20085,10.37037037037037,18.63075196408529,-1
116,6/23/2000,23.25,23.5,23.0,23.25,2471,8.465608465608465,11.957671957671954,-1
117,6/26/2000,23.25,23.25,22.75,22.75,4592,4.761904761904762,7.865961199294528,-1
118,6/27/2000,23.25,23.25,22.75,23.25,2702,13.095238095238095,8.774250440917102,1
119,6/28/2000,23.25,23.5,23.0,23.5,3461,20.833333333333332,12.896825396825392,1
120,6/29/2000,23.25,23.25,22.5,22.5,5783,20.833333333333332,18.25396825396825,1
121,6/30/2000,22.5,22.75,21.75,22.0,12575,17.261904761904763,19.642857142857135,-1
122,7/3/2000,22.0,22.0,20.5,20.5,12590,4.761904761904762,14.28571428571428,-1
123,7/4/2000,20.5,20.75,19.75,20.25,16128,9.206349206349207,10.410052910052906,-1
124,7/5/2000,20.25,20.5,19.75,20.25,9470,9.206349206349207,7.724867724867721,1
125,7/6/2000,20.0,20.5,19.75,20.5,6400,17.53968253968254,11.984126984126979,1
126,7/7/2000,20.25,21.0,20.25,20.5,6430,24.206349206349206,16.984126984126977,1
127,7/10/2000,21.0,21.25,20.5,20.5,14962,36.11111111111111,25.952380952380945,1
128,7/11/2000,20.75,21.0,20.75,20.75,8268,50.0,36.772486772486765,1
129,7/12/2000,21.0,21.0,20.25,20.5,5237,55.55555555555555,47.22222222222222,1
130,7/13/2000,20.5,20.5,20.0,20.25,5066,45.55555555555555,50.37037037037036,-1
131,7/14/2000,20.5,20.5,19.25,19.75,16573,31.666666666666668,44.259259259259245,-1
132,7/18/2000,19.5,19.5,19.25,19.5,5813,19.761904761904763,32.32804232804232,-1
133,7/19/2000,19.5,19.5,19.0,19.25,7871,17.261904761904763,22.896825396825392,-1
134,7/20/2000,19.0,19.0,17.5,17.75,30637,11.706349206349207,16.243386243386237,-1
135,7/21/2000,18.0,18.25,17.5,17.5,14552,6.944444444444444,11.970899470899466,-1
136,7/24/2000,17.25,17.25,16.25,16.25,18075,2.7777777777777772,7.142857142857138,-1
137,7/25/2000,16.0,17.0,15.75,16.75,23285,8.88888888888889,6.203703703703699,1
138,7/26/2000,16.75,16.75,15.5,15.5,28337,8.88888888888889,6.851851851851848,1
139,7/27/2000,15.0,15.75,14.75,15.25,22520,13.65079365079365,10.476190476190473,1
140,7/28/2000,15.5,15.75,15.25,15.5,12865,14.761904761904761,12.43386243386243,1
141,7/31/2000,15.25,15.25,14.5,14.75,10472,18.095238095238095,15.502645502645498,1
142,8/1/2000,14.75,16.0,14.5,15.75,22595,31.85185185185185,21.56966490299823,1
143,8/2/2000,15.75,16.75,15.25,16.5,40299,51.48148148148149,33.8095238095238,1
144,8/3/2000,16.5,17.75,16.25,17.75,32639,81.48148148148148,54.93827160493826,1
145,8/4/2000,18.25,18.75,18.0,18.0,46538,90.41394335511983,74.45896877269426,1
146,8/7/2000,18.5,18.5,17.5,17.75,22214,86.27450980392156,86.05664488017429,1
147,8/8/2000,18.0,19.25,17.75,19.0,31443,84.19117647058823,86.95987654320987,-1
148,8/9/2000,19.5,20.0,19.0,19.0,40562,81.18464052287582,83.8834422657952,-1
149,8/10/2000,19.0,19.5,18.25,18.5,25439,69.02777777777777,78.13453159041394,-1
150,8/11/2000,18.5,18.75,18.25,18.75,15483,54.444444444444436,68.218954248366,-1
151,8/15/2000,19.0,19.5,19.0,19.25,18432,52.22222222222222,58.5648148148148,-1
152,8/16/2000,19.25,19.75,19.0,19.75,7660,67.46031746031746,58.04232804232803,1
153,8/17/2000,19.75,20.75,19.5,20.25,38173,77.46031746031746,65.71428571428571,1
154,8/18/2000,20.25,20.25,19.5,19.75,10236,75.23809523809524,73.38624338624338,1
155,8/21/2000,19.25,19.5,18.75,18.75,8684,46.666666666666664,66.45502645502644,-1
156,8/22/2000,18.75,19.5,18.75,19.25,3746,28.333333333333332,50.07936507936507,-1
157,8/23/2000,19.5,19.5,18.25,18.25,10517,8.333333333333334,27.77777777777777,-1
158,8/24/2000,18.25,18.75,18.25,18.5,10833,12.5,16.388888888888882,-1
159,8/25/2000,18.5,18.75,18.5,18.5,4861,10.833333333333334,10.555555555555552,1
160,8/28/2000,18.5,18.75,18.0,18.25,4887,16.38888888888889,13.240740740740739,1
161,8/29/2000,18.25,19.0,18.25,18.75,4785,28.888888888888886,18.7037037037037,1
162,8/30/2000,18.75,19.0,18.5,18.5,6243,38.888888888888886,28.055555555555554,1
163,8/31/2000,18.5,18.5,18.25,18.5,5814,50.0,39.25925925925926,1
164,9/1/2000,18.75,18.75,18.5,18.5,7095,50.0,46.2962962962963,1
165,9/4/2000,18.75,18.75,18.25,18.25,2528,33.333333333333336,44.444444444444436,-1
166,9/5/2000,18.25,18.5,18.0,18.5,2886,33.333333333333336,38.888888888888886,-1
167,9/6/2000,18.25,18.25,17.5,17.5,6141,16.666666666666668,27.777777777777775,-1
168,9/7/2000,17.5,17.5,16.25,16.25,17284,16.666666666666668,22.222222222222218,-1
169,9/8/2000,16.25,16.5,16.25,16.25,15469,0.0,11.111111111111109,-1
170,9/11/2000,16.0,16.0,15.5,16.0,10474,5.5555555555555545,7.407407407407405,-1
171,9/12/2000,15.75,16.0,15.75,16.0,8449,11.616161616161614,5.7239057239057205,1
172,9/13/2000,16.25,16.5,16.0,16.0,24215,19.949494949494948,12.37373737373737,1
173,9/14/2000,16.0,16.0,15.5,15.5,14575,14.393939393939396,15.319865319865317,-1
174,9/15/2000,15.75,16.25,15.75,16.25,11844,33.333333333333336,22.558922558922557,1
175,9/18/2000,16.0,16.0,15.75,15.75,8348,33.333333333333336,27.02020202020202,1
176,9/19/2000,15.75,16.25,15.75,15.75,5067,41.666666666666664,36.11111111111111,1
177,9/20/2000,16.0,16.0,15.5,15.75,10028,27.777777777777775,34.25925925925926,-1
178,9/21/2000,15.75,16.0,15.75,16.0,4408,41.666666666666664,37.03703703703703,1
179,9/22/2000,16.0,16.0,15.75,15.75,11958,44.444444444444436,37.962962962962955,1
180,9/25/2000,16.0,16.5,16.0,16.25,11968,58.333333333333336,48.148148148148145,1
181,9/26/2000,16.25,17.0,16.25,17.0,18792,69.44444444444444,57.4074074074074,1
182,9/27/2000,16.75,17.25,16.5,17.0,17287,86.11111111111113,71.2962962962963,1
183,9/28/2000,17.0,17.0,16.25,16.25,11451,72.22222222222223,75.92592592592592,-1
184,9/29/2000,16.5,16.5,16.0,16.0,5925,38.88888888888889,65.74074074074075,-1
185,10/2/2000,16.0,16.5,16.0,16.25,13378,17.777777777777775,42.96296296296296,-1
186,10/3/2000,16.25,16.25,16.0,16.25,15848,13.333333333333334,23.33333333333333,-1
187,10/4/2000,16.25,16.75,16.25,16.5,9660,30.0,20.370370370370363,1
188,10/5/2000,16.5,17.0,16.25,16.5,10522,40.0,27.77777777777777,1
189,10/6/2000,16.25,16.75,16.25,16.75,6842,58.333333333333336,42.77777777777777,1
190,10/9/2000,16.5,16.75,16.5,16.75,6696,66.66666666666667,55.0,1
191,10/10/2000,16.75,17.0,16.5,16.75,5898,72.22222222222221,65.74074074074075,1
192,10/11/2000,16.75,16.75,16.5,16.5,8018,58.333333333333336,65.74074074074073,-1
193,10/12/2000,16.5,17.0,16.5,17.0,16551,66.66666666666667,65.74074074074075,1
194,10/13/2000,16.5,17.0,16.25,16.5,22831,55.55555555555555,60.18518518518519,-1
195,10/16/2000,17.0,17.5,16.75,17.0,17069,64.44444444444444,62.22222222222222,1
196,10/17/2000,17.25,18.0,17.25,17.75,23484,59.68253968253968,59.89417989417989,-1
197,10/18/2000,17.75,19.25,17.75,19.25,42446,81.90476190476191,68.67724867724868,1
198,10/19/2000,19.0,19.5,18.5,19.0,49520,90.1098901098901,77.23239723239723,1
199,10/20/2000,19.5,19.5,18.75,18.75,53798,85.78088578088578,85.93184593184594,-1
200,10/24/2000,19.0,19.0,18.0,18.0,17304,63.55866355866356,79.81647981647981,-1
201,10/25/2000,18.0,18.25,17.5,17.5,12014,35.35353535353536,61.56436156436157,-1
202,10/26/2000,17.5,18.25,17.5,18.25,14613,23.61111111111111,40.84110334110334,-1
203,10/27/2000,18.5,18.5,18.0,18.0,6812,20.833333333333332,26.5993265993266,-1
204,10/30/2000,18.0,18.25,17.5,17.75,6836,26.388888888888886,23.61111111111111,1
205,10/31/2000,17.75,18.25,17.75,18.0,5696,30.555555555555554,25.925925925925924,1
206,11/1/2000,18.25,19.0,18.0,19.0,13772,55.55555555555555,37.49999999999999,1
207,11/2/2000,19.0,19.25,18.5,18.75,15031,73.80952380952381,53.3068783068783,1
208,11/3/2000,19.0,19.5,19.0,19.5,18357,90.47619047619048,73.28042328042328,1
209,11/6/2000,19.5,21.0,19.5,20.75,51892,87.9120879120879,84.06593406593406,1
210,11/7/2000,21.25,21.5,20.5,21.0,38672,92.67399267399266,90.35409035409036,1
211,11/8/2000,21.5,22.25,21.0,21.75,38173,88.22954822954823,89.6052096052096,-1
212,11/9/2000,21.5,21.75,20.75,20.75,17139,75.40903540903541,85.43752543752544,-1
213,11/10/2000,20.75,21.0,20.5,20.75,10470,61.98912198912199,75.20923520923522,-1
214,11/13/2000,20.5,20.5,20.0,20.25,8635,36.8039368039368,58.0673647340314,-1
215,11/14/2000,20.25,20.75,20.25,20.5,8512,26.26262626262626,41.68522835189501,-1
216,11/15/2000,20.75,21.25,20.75,21.0,18451,30.158730158730155,31.075097741764406,-1
217,11/16/2000,20.75,21.0,20.5,20.75,6155,46.45502645502645,34.29212762546096,1
218,11/17/2000,20.75,21.5,20.75,21.5,12567,72.38095238095238,49.66490299823633,1
219,11/20/2000,21.5,21.5,20.75,20.75,8299,66.66666666666667,61.83421516754851,1
220,11/21/2000,20.5,20.75,20.25,20.5,13753,53.333333333333336,64.12698412698413,-1
221,11/22/2000,20.5,20.75,20.25,20.25,2502,20.0,46.666666666666664,-1
222,11/23/2000,20.0,20.25,20.0,20.25,4462,12.222222222222221,28.51851851851852,-1
223,11/24/2000,20.0,20.5,20.0,20.25,1849,11.111111111111109,14.444444444444443,-1
224,11/27/2000,20.5,20.75,20.25,20.5,2494,33.33333333333333,18.888888888888886,1
225,11/28/2000,20.5,20.5,20.0,20.25,4042,38.88888888888888,27.77777777777777,1
226,11/29/2000,20.25,20.25,20.0,20.0,5347,33.33333333333333,35.185185185185176,-1
227,11/30/2000,20.0,20.0,19.5,19.75,4420,17.777777777777775,29.99999999999999,-1
228,12/1/2000,19.75,19.75,19.0,19.0,5975,6.666666666666667,19.259259259259256,-1
229,12/4/2000,19.0,19.25,18.75,19.25,3674,16.19047619047619,13.544973544973544,1
230,12/6/2000,19.75,19.75,19.0,19.25,6635,20.634920634920633,14.497354497354499,1
231,12/7/2000,19.25,19.25,19.0,19.25,4235,33.96825396825397,23.597883597883595,1
232,12/8/2000,19.25,19.25,18.5,18.75,5955,31.11111111111111,28.57142857142857,1
233,12/12/2000,18.75,19.0,18.5,18.5,4558,20.0,28.359788359788357,-1
234,12/13/2000,18.5,18.75,18.0,18.75,11185,20.952380952380953,24.021164021164015,-1
235,12/14/2000,18.75,19.0,18.5,18.5,2667,27.61904761904762,22.85714285714285,1
236,12/15/2000,18.75,19.25,18.75,19.0,8951,54.285714285714285,34.285714285714285,1
237,12/18/2000,19.0,19.0,18.75,18.75,2514,60.0,47.3015873015873,1
238,12/19/2000,19.0,19.0,18.75,19.0,6763,73.33333333333333,62.53968253968253,1
239,12/20/2000,19.0,19.25,18.75,18.75,3149,57.77777777777777,63.703703703703695,-1
240,12/21/2000,18.75,19.0,18.5,18.75,2666,48.888888888888886,60.0,-1
241,12/22/2000,18.75,19.25,18.75,19.0,13122,44.444444444444436,50.37037037037036,-1
242,12/25/2000,19.25,19.25,19.0,19.0,938,55.55555555555554,49.62962962962962,1
243,12/26/2000,19.0,19.0,18.75,19.0,14984,66.66666666666666,55.55555555555554,1
244,12/27/2000,19.0,19.25,19.0,19.25,8024,77.77777777777777,66.66666666666666,1
245,12/28/2000,19.25,19.75,19.25,19.75,16280,88.8888888888889,77.77777777777777,1
246,12/29/2000,19.75,19.75,19.5,19.75,839,100.0,88.8888888888889,1
247,1/3/2001,19.25,19.75,19.25,19.5,3435,91.66666666666667,93.51851851851852,-1
248,1/4/2001,20.0,20.75,20.0,20.5,26470,86.90476190476188,92.85714285714285,-1
249,1/5/2001,20.5,22.0,20.5,22.0,32012,86.90476190476188,88.49206349206348,-1
250,1/8/2001,23.0,27.5,22.75,26.5,137325,91.19769119769119,88.33573833573831,1
251,1/9/2001,26.25,27.75,25.5,25.5,125616,87.13606654783125,88.4128398834281,-1
252,1/10/2001,26.0,26.5,25.0,25.25,54512,76.38337837578824,84.90571204043688,-1
253,1/11/2001,25.0,26.25,25.0,25.75,77045,71.2283801173417,78.24927501365373,-1
254,1/12/2001,26.5,27.5,26.5,27.25,76149,76.71857619577308,74.77677822963433,1
255,1/15/2001,27.75,28.0,26.5,26.75,70308,73.5823754789272,73.84311059734732,-1
256,1/16/2001,27.0,27.0,25.25,25.25,36363,52.22222222222222,67.5077246323075,-1
257,1/17/2001,25.25,26.75,24.75,26.25,41928,37.60683760683761,54.47047843599568,-1
258,1/18/2001,27.0,27.25,26.5,26.5,51177,36.11111111111111,41.98005698005698,-1
259,1/19/2001,27.0,27.25,26.0,26.25,18688,48.71794871794872,40.81196581196581,1
260,1/22/2001,26.25,26.75,26.0,26.75,12653,60.0,48.27635327635327,1
261,1/23/2001,27.0,28.5,26.75,27.75,56265,68.71794871794872,59.14529914529914,1
262,1/24/2001,28.0,28.25,27.25,27.5,28180,73.33333333333333,67.35042735042735,1
263,1/25/2001,27.75,29.25,27.75,29.25,65482,80.0,74.01709401709401,1
264,1/26/2001,30.0,30.5,28.25,28.5,48326,71.85185185185185,75.06172839506172,-1
265,1/29/2001,28.75,29.0,28.25,28.5,19754,67.4074074074074,73.08641975308642,-1
266,1/30/2001,28.5,28.5,27.0,27.0,15589,34.074074074074076,57.77777777777777,-1
267,1/31/2001,27.25,28.25,27.0,28.25,13896,27.46031746031746,42.98059964726631,-1
268,2/1/2001,28.25,29.0,27.5,28.25,25479,23.80952380952381,28.447971781305114,-1
269,2/2/2001,28.25,29.25,28.25,29.0,18054,53.439153439153436,34.90299823633157,1
270,2/5/2001,28.5,29.25,28.25,28.5,19389,63.75661375661375,47.001763668430335,1
271,2/6/2001,28.75,28.75,28.0,28.0,15097,66.66666666666666,61.28747795414463,1
272,2/7/2001,28.0,28.75,28.0,28.75,15992,60.84656084656084,63.75661375661375,-1
273,2/9/2001,28.75,29.25,28.25,28.25,17006,45.29100529100529,57.60141093474427,-1
274,2/12/2001,28.25,28.25,26.5,27.0,20916,36.53679653679654,47.55812089145422,-1
275,2/13/2001,27.25,27.75,27.0,27.75,9003,27.87878787878788,36.56886323552991,-1
276,2/14/2001,27.75,28.75,27.0,28.25,34657,42.42424242424243,35.61327561327562,1
277,2/15/2001,28.25,28.25,27.25,27.25,14285,45.454545454545446,38.585858585858595,1
278,2/16/2001,27.75,28.0,27.5,27.75,7533,48.821548821548824,45.56677890011224,1
279,2/19/2001,27.0,27.25,27.0,27.0,10017,27.609427609427613,40.62850729517397,-1
280,2/20/2001,27.25,27.75,27.0,27.75,20949,32.804232804232804,36.41173641173642,-1
281,2/21/2001,27.5,27.75,27.0,27.0,15352,14.285714285714285,24.899791566458237,-1
282,2/22/2001,27.0,27.25,26.5,27.25,15346,30.952380952380953,26.014109347442684,1
283,2/23/2001,27.25,28.75,27.25,28.75,41219,50.0,31.746031746031747,1
284,2/26/2001,29.25,29.25,28.25,28.5,22351,74.24242424242425,51.731601731601735,1
285,2/27/2001,28.75,29.0,28.25,28.75,13332,84.84848484848486,69.6969696969697,1
286,2/28/2001,28.75,29.25,28.5,28.75,10744,78.7878787878788,79.2929292929293,-1
287,3/1/2001,28.5,29.0,28.0,28.0,12166,67.04545454545455,76.89393939393939,-1
288,3/2/2001,27.5,27.75,26.5,26.5,16549,39.77272727272727,61.868686868686865,-1
289,3/5/2001,26.25,26.25,24.5,25.0,31691,16.00877192982456,40.94231791600213,-1
290,3/6/2001,25.25,25.5,24.75,24.75,7270,5.263157894736842,20.348219032429558,-1
291,3/7/2001,24.75,25.75,24.75,25.75,7408,14.522417153996102,11.931448992852502,1
292,3/8/2001,26.0,26.25,24.5,24.5,12507,11.01364522417154,10.266406757634828,1
293,3/9/2001,24.75,26.0,24.75,26.0,14743,37.83068783068783,21.12225006961849,1
294,3/12/2001,25.5,27.5,25.25,27.0,32747,56.349206349206355,35.064513134688575,1
295,3/13/2001,26.25,26.75,26.25,26.75,13273,81.34920634920636,58.50970017636684,1
296,3/14/2001,27.25,27.5,26.0,26.0,10431,69.44444444444444,69.04761904761905,1
297,3/15/2001,25.0,25.25,24.75,25.25,15236,47.72727272727273,66.17364117364117,-1
298,3/16/2001,25.25,25.25,24.5,24.5,11206,22.72727272727273,46.63299663299663,-1
299,3/19/2001,24.5,24.75,24.25,24.25,11929,6.060606060606061,25.505050505050505,-1
300,3/20/2001,24.75,24.75,24.25,24.75,4431,5.128205128205129,11.305361305361307,-1
301,3/21/2001,24.25,24.5,23.5,24.25,12668,19.413919413919412,10.2009102009102,1
302,3/22/2001,23.75,24.25,23.75,23.75,7801,24.175824175824175,16.23931623931624,1
